11,-4,1513.822059,1152.193004,
9,-6,1445.562451,1092.156234,
7,-5,1469.001165,1033.441135,
8,-4,1503.180823,1062.694569,
7,-1,1594.643953,1031.899161,
6,2,1690.609079,999.968938,
-8,-7,1358.440599,606.662610,
-7,-7,1362.007311,634.645710,
-6,-7,1365.397339,662.701790,
-5,-7,1368.747196,690.897403,
-4,-7,1372.224836,719.326050,
-3,-7,1375.592270,747.485901,
-2,-7,1379.033672,776.082031,
-1,-7,1382.426867,804.512064,
-8,-6,1387.331144,602.953713,
-7,-6,1390.704237,631.287031,
-6,-6,1394.280614,659.600677,
0,-7,1385.675778,833.046649,
1,-7,1389.108566,861.641081,
2,-7,1392.400515,890.164686,
-5,-6,1397.792822,688.015757,
-4,-6,1401.286037,716.463056,
-3,-6,1404.729736,745.092124,
3,-7,1395.762278,918.993843,
4,-7,1399.045751,947.708897,
5,-7,1402.364488,976.439209,
6,-7,1405.563837,1005.327020,
-8,-5,1416.461251,599.386164,
-2,-6,1408.199725,773.661248,
-1,-6,1411.637263,802.372841,
0,-6,1415.003915,831.210387,
1,-6,1418.432078,859.960781,
7,-7,1408.952116,1034.138264,
8,-7,1412.247362,1063.074822,
9,-7,1415.456165,1091.999235,
-7,-5,1419.950817,627.919765,
-6,-5,1423.682251,656.344848,
-5,-5,1427.115205,684.979279,
2,-6,1421.741237,888.758480,
3,-6,1425.360680,917.768251,
4,-6,1428.557859,946.557801,
10,-7,1418.836483,1120.952798,
11,-7,1422.100861,1149.969415,
-4,-5,1430.722654,713.738091,
-3,-5,1434.291150,742.524126,
-2,-5,1437.818220,771.350686,
5,-6,1431.988689,975.644449,
6,-6,1435.353481,1004.658637,
7,-6,1438.699948,1033.861433,
8,-6,1442.116562,1062.902435,
-8,-4,1446.018288,595.747557,
-7,-4,1449.661019,624.340477,
-1,-5,1441.292170,800.223390,
0,-5,1444.891381,829.198380,
1,-5,1448.295953,858.237947,
2,-5,1451.782440,887.355155,
10,-6,1448.795046,1121.363870,
11,-6,1452.188003,1150.801592,
-6,-4,1453.402179,653.126186,
-5,-4,1457.011684,681.967797,
-4,-4,1460.606509,710.863120,
-3,-4,1464.277123,739.775333,
-2,-4,1467.847521,768.949539,
3,-5,1455.122314,916.446203,
4,-5,1458.687559,945.578842,
5,-5,1461.982547,974.820775,
6,-5,1465.603113,1004.140369,
-8,-3,1476.149454,592.035810,
-1,-4,1471.553349,797.999927,
0,-4,1474.924997,827.218904,
8,-5,1472.302398,1062.916129,
9,-5,1475.811259,1092.250947,
-7,-3,1479.679963,620.882049,
-6,-3,1483.513840,649.845036,
-5,-3,1487.202263,678.823437,
-4,-3,1491.058675,708.023613,
1,-4,1478.579512,856.516033,
2,-4,1482.036135,885.738630,
3,-4,1485.653722,915.152988,
4,-4,1489.112840,944.476022,
10,-5,1479.302871,1121.740312,
11,-5,1482.774247,1151.434875,
-3,-3,1494.627993,737.154493,
-2,-3,1498.400263,766.532949,
5,-4,1492.579607,973.825727,
6,-4,1496.145126,1003.407516,
7,-4,1499.605205,1033.128732,
-8,-2,1506.462067,588.230437,
-7,-2,1510.253657,617.250233,
-6,-2,1514.169539,646.485638,
-1,-3,1501.940539,795.826682,
0,-3,1505.745230,825.262107,
1,-3,1509.140225,854.662117,
2,-3,1512.926130,884.281402,
3,-3,1516.478570,913.801559,
9,-4,1506.630135,1092.399774,
10,-4,1510.246612,1122.137698,
-5,-2,1517.967337,675.674275,
-4,-2,1521.765803,705.148607,
-3,-2,1525.579831,734.464571,
4,-3,1520.066020,943.395815,
5,-3,1523.602723,973.184636,
-8,-1,1537.354248,584.507088,
-2,-2,1529.292328,763.914195,
-1,-2,1533.104859,793.568314,
0,-2,1536.763803,823.061270,
6,-3,1527.202448,1002.867110,
7,-3,1530.768223,1032.710330,
8,-3,1534.445125,1062.613964,
9,-3,1538.139999,1092.554084,
-7,-1,1541.339440,613.696200,
-6,-1,1545.267460,643.125816,
-5,-1,1549.160424,672.590191,
1,-2,1540.408436,852.810499,
2,-2,1544.141213,882.584716,
3,-2,1547.847308,912.432821,
10,-3,1541.672818,1122.605462,
11,-3,1545.417010,1152.769152,
-4,-1,1552.929295,702.069340,
-3,-1,1556.721985,731.662628,
-2,-1,1560.628757,761.513302,
4,-2,1551.504573,942.360724,
5,-2,1555.177398,972.222433,
6,-2,1558.804810,1002.191458,
7,-2,1562.635747,1032.288846,
-8,0,1568.730326,580.576809,
-7,0,1572.787573,610.145055,
-1,-1,1564.462196,791.207432,
0,-1,1568.291634,821.085122,
1,-1,1572.088229,850.922541,
8,-2,1566.347686,1062.490206,
9,-2,1569.935928,1092.769901,
10,-2,1573.772648,1123.128928,
-6,0,1576.755530,639.695813,
-5,0,1580.698910,669.297655,
-4,0,1584.658716,699.064157,
2,-1,1575.852675,881.030988,
3,-1,1579.631357,911.162964,
4,-1,1583.348600,941.217638,
5,-1,1587.154562,971.530133,
11,-2,1577.626828,1153.544873,
-3,0,1588.636314,728.975066,
-2,0,1592.520046,758.898470,
-1,0,1596.465062,788.863150,
6,-1,1590.981348,1001.648408,
-8,1,1600.626440,576.662176,
-7,1,1604.698573,606.362261,
-6,1,1608.790461,636.166193,
0,0,1600.347396,819.033672,
1,0,1604.284116,849.225369,
2,0,1608.190291,879.346679,
8,-1,1598.665802,1062.336896,
9,-1,1602.428543,1093.020375,
10,-1,1606.328899,1123.605964,
11,-1,1610.267047,1154.335340,
-5,1,1612.858859,666.031198,
-4,1,1616.805624,696.058335,
3,0,1612.019230,909.716015,
4,0,1615.735048,940.029478,
5,0,1619.692647,970.534298,
-8,2,1632.897670,572.628820,
-3,1,1620.951658,726.145020,
-2,1,1624.995795,756.345164,
-1,1,1628.989015,786.519980,
0,1,1632.898103,816.897589,
6,0,1623.626158,1001.154341,
7,0,1627.641920,1031.640404,
8,0,1631.515910,1062.399949,
9,0,1635.568975,1093.234960,
-7,2,1637.198042,602.598522,
-6,2,1641.325155,632.644647,
-5,2,1645.416915,662.791632,
1,1,1636.934127,847.406409,
2,1,1640.912860,877.759750,
3,1,1644.887043,908.394855,
10,0,1639.382845,1124.122320,
11,0,1643.548758,1155.156974,
-4,2,1649.577760,692.955721,
-3,2,1653.778451,723.282456,
-2,2,1657.833336,753.699708,
4,1,1648.816399,938.941227,
5,1,1652.953628,969.702651,
6,1,1656.988451,1000.423701,
-8,3,1665.842287,568.548281,
-7,3,1670.129588,598.811045,
-1,2,1661.993994,784.208298,
0,2,1666.065610,814.735476,
1,2,1670.197148,845.381298,
7,1,1660.846537,1031.369562,
8,1,1665.092810,1062.311131,
9,1,1669.097555,1093.495147,
-6,3,1674.505771,629.080508,
-5,3,1678.634373,659.381528,
2,2,1674.243769,876.046567,
3,2,1678.243973,906.921063,
4,2,1682.450557,937.822056,
10,1,1673.254324,1124.747816,
11,1,1677.468816,1155.915864,
-4,3,1682.931652,689.910169,
-3,3,1687.128826,720.344930,
-2,3,1691.382889,750.967690,
-1,3,1695.534840,781.783877,
5,2,1686.549680,968.959229,
7,2,1694.890927,1031.178745,
-8,4,1699.280955,564.577736,
-7,4,1703.653136,594.921494,
-6,4,1708.065048,625.453922,
0,3,1699.768455,812.582262,
1,3,1704.001540,843.508944,
8,2,1698.948569,1062.349359,
9,2,1703.368709,1093.707972,
-5,4,1712.524425,655.911256,
-4,4,1716.610026,686.660265,
2,3,1708.228180,874.433189,
