3,1,556.430316,738.381790,
-7,-6,265.454983,266.984153,
3,-5,283.966235,735.643114,
4,3,634.628403,779.364937,
12,-9,46.773412,1159.656839,
7,-9,60.981708,924.811392,
8,-9,58.290707,972.171306,
9,-9,55.549146,1019.301552,
10,-9,52.701975,1066.188865,
11,-9,49.962877,1112.931160,
2,-9,74.389622,685.588567,
3,-9,71.508266,733.888001,
4,-9,68.846953,782.006588,
5,-9,66.287812,829.878379,
6,-9,63.478947,877.470184,
-2,-9,85.797385,490.237433,
-1,-9,82.838543,539.399886,
0,-9,80.009556,588.310848,
1,-9,77.138964,637.002948,
-6,-9,98.121224,291.768300,
-5,-9,94.890698,341.580274,
-4,-9,91.897631,391.354650,
-3,-9,88.957098,440.864146,
-7,-9,101.202864,241.799875,
10,-8,109.018759,1060.721326,
11,-8,106.333647,1106.590506,
12,-8,103.539129,1152.319811,
6,-8,119.570604,875.497730,
7,-8,116.865395,922.071156,
8,-8,114.448753,968.315429,
9,-8,111.674923,1014.681317,
1,-8,133.203878,639.174180,
2,-8,130.417183,686.782023,
3,-8,127.553600,734.290592,
4,-8,125.069230,781.608662,
5,-8,122.308068,828.580386,
-3,-8,145.059597,446.146553,
-2,-8,142.126849,494.555494,
-1,-8,138.991821,543.035896,
0,-8,136.133700,591.135070,
-7,-8,158.089727,250.560750,
-6,-8,154.814145,299.752790,
-5,-8,151.499459,348.704015,
-4,-8,148.228333,397.512762,
12,-7,157.507880,1145.611139,
8,-7,168.311682,964.868147,
9,-7,165.703982,1010.408536,
10,-7,162.998107,1055.602181,
11,-7,160.390168,1100.610291,
3,-7,181.517321,734.643000,
4,-7,178.735597,781.173388,
5,-7,176.164782,827.468991,
6,-7,173.428543,873.579875,
7,-7,170.991576,919.431023,
-1,-7,193.158010,546.450817,
0,-7,190.168326,593.808193,
1,-7,187.225334,640.980928,
2,-7,184.323137,687.908508,
-5,-7,205.885531,355.194209,
-4,-7,202.565402,403.395301,
-3,-7,199.388730,451.165461,
-2,-7,196.210683,498.994634,
-7,-7,212.672184,258.955691,
-6,-7,209.287423,307.274446,
9,-6,217.728469,1006.428582,
10,-6,215.046508,1050.794484,
11,-6,212.480091,1095.201777,
12,-6,209.762594,1139.141072,
5,-6,228.042361,826.533274,
6,-6,225.580827,871.805805,
7,-6,222.923297,917.028449,
8,-6,220.285018,961.656108,
0,-6,242.359160,596.448167,
1,-6,239.274394,642.948705,
2,-6,236.512790,689.166026,
3,-6,233.561461,735.088706,
4,-6,230.829162,780.949907,
-3,-6,251.677301,456.120169,
-2,-6,248.505322,503.038836,
-1,-6,245.377276,549.939011,
-6,-6,261.832641,314.529069,
-5,-6,258.451588,361.798118,
-4,-6,255.056623,409.059567,
10,-5,265.382497,1046.294077,
11,-5,262.800784,1089.736935,
12,-5,260.108155,1133.192325,
5,-5,278.539386,825.558913,
6,-5,275.794793,870.180818,
7,-5,273.198735,914.527631,
8,-5,270.439626,958.671237,
9,-5,268.049272,1002.556361,
1,-5,289.883211,644.708275,
2,-5,286.887039,690.321294,
4,-5,281.101746,780.701874,
-3,-5,302.411521,460.849633,
-2,-5,299.175906,507.130680,
-1,-5,295.966904,553.201561,
0,-5,292.765831,599.076879,
-6,-5,312.650607,321.227788,
-5,-5,309.209664,368.030723,
-4,-5,305.883487,414.509743,
11,-4,311.422749,1084.755122,
12,-4,308.662081,1127.347994,
-7,-5,316.269662,274.584197,
6,-4,324.434585,868.600319,
7,-4,321.825822,912.242456,
8,-4,319.186273,955.761402,
