15,2,496.291867,889.266460,
7,2,543.580457,552.512830,
6,3,594.561306,498.383184,
8,6,696.434936,568.948042,
9,-6,85.974194,741.417198,
12,-6,87.498024,896.809637,
17,-6,89.790406,1121.689276,
7,-5,156.449564,615.591738,
9,-5,154.674425,726.539295,
3,-5,160.885076,365.960151,
8,-2,338.905694,637.097560,
8,0,443.493317,617.072707,
16,2,491.183939,926.039121,
16,3,530.328645,911.257017,
17,4,562.168292,931.370012,
15,4,573.837479,861.402524,
18,5,591.803234,950.221638,
13,5,622.918834,775.776252,
16,6,637.968179,870.252857,
9,5,651.660656,618.369134,
10,6,680.359696,650.619401,
15,7,677.649820,824.169525,
-1,4,700.274197,132.523025,
7,6,704.908828,526.423053,
-1,-6,81.595852,61.740096,
0,-6,82.096783,143.820672,
1,-6,82.621771,222.073975,
2,-6,82.801914,296.960605,
3,-6,83.259998,368.687566,
4,-6,83.592472,437.347618,
5,-6,83.859831,503.275230,
6,-6,84.330019,566.541439,
7,-6,84.942258,626.960757,
8,-6,85.440482,685.446906,
10,-6,86.327230,795.380059,
11,-6,86.977607,846.956347,
13,-6,87.997899,945.097326,
14,-6,88.533524,991.477891,
15,-6,88.995731,1036.307088,
16,-6,89.331741,1079.584004,
18,-6,90.034525,1162.233734,
6,-5,157.345268,556.792364,
8,-5,155.486628,672.133369,
10,-5,154.162704,778.767639,
11,-5,153.413096,829.148216,
12,-5,152.827595,877.911271,
13,-5,152.310706,924.721322,
14,-5,151.824936,969.770237,
15,-5,151.353939,1013.603018,
16,-5,150.849385,1055.896802,
17,-5,150.288973,1097.136913,
18,-5,149.750877,1136.507125,
-1,-5,167.425311,72.089310,
0,-5,165.742381,150.150949,
1,-5,163.966036,225.172073,
2,-5,162.619198,297.018966,
4,-5,159.764231,432.090994,
5,-5,158.421114,495.686690,
18,-4,205.760991,1112.794920,
10,-4,216.931240,763.486895,
11,-4,215.458984,812.437976,
12,-4,213.755525,860.014961,
13,-4,212.329503,905.686604,
14,-4,210.942876,949.843172,
15,-4,209.615216,992.547677,
16,-4,208.231474,1033.902075,
17,-4,207.083028,1073.913508,
4,-4,230.007986,427.107068,
5,-4,227.473098,488.638729,
6,-4,224.937146,547.881050,
7,-4,222.855774,604.833185,
8,-4,220.713824,659.794715,
9,-4,218.720915,712.557263,
1,-4,239.012993,227.754346,
2,-4,235.788764,296.864793,
3,-4,232.854556,363.329309,
-1,-4,245.758548,81.136874,
0,-4,242.304438,156.084436,
14,-3,266.361914,930.991804,
15,-3,264.201018,972.849160,
16,-3,262.100836,1013.336168,
17,-3,260.180975,1052.494062,
18,-3,258.219948,1090.663711,
10,-3,275.932917,749.159119,
11,-3,273.274516,797.039289,
12,-3,270.899256,843.182555,
13,-3,268.685960,887.812165,
6,-3,288.155794,539.414660,
7,-3,284.699585,594.717921,
8,-3,281.660598,647.976332,
9,-3,278.647882,699.519453,
3,-3,299.459993,360.791834,
4,-3,295.285945,422.420973,
5,-3,291.656252,482.106452,
0,-3,312.724948,161.190386,
1,-3,308.096770,230.178598,
2,-3,303.687113,296.687088,
16,-2,312.884530,993.899853,
17,-2,310.293681,1032.426031,
18,-2,307.835367,1069.663888,
-1,-3,317.814296,89.452858,
12,-2,324.595430,827.490160,
13,-2,321.589320,871.201570,
14,-2,318.525814,913.441993,
15,-2,315.779784,954.248382,
9,-2,335.005887,687.154318,
10,-2,331.264463,735.558956,
11,-2,328.034870,782.183636,
6,-2,347.149112,531.475324,
7,-2,342.751809,585.285639,
4,-2,356.393272,418.085873,
5,-2,351.625430,475.685079,
16,-1,361.055826,975.575760,
17,-1,357.843676,1013.353094,
18,-1,354.698019,1049.761780,
1,-2,372.375486,232.331462,
2,-2,366.712572,296.436794,
3,-2,361.498200,358.248165,
12,-1,375.381373,812.622103,
13,-1,371.576060,855.419902,
14,-1,367.966399,896.727721,
15,-1,364.314230,936.767025,
-1,-2,384.447554,96.832333,
0,-2,378.232165,165.830229,
10,-1,383.623944,722.739639,
11,-1,379.457742,768.486897,
7,-1,397.453856,576.255337,
8,-1,392.791042,626.825294,
9,-1,388.092419,675.701209,
18,0,398.952899,1031.290754,
5,-1,407.795623,469.926586,
6,-1,402.521194,524.067924,
15,0,410.494983,920.222057,
16,0,406.572243,958.203051,
17,0,402.745487,995.253314,
3,-1,419.440988,356.053048,
4,-1,413.466641,414.027251,
13,0,418.991619,840.312275,
14,0,414.542068,880.878960,
1,-1,432.314910,234.232452,
2,-1,425.739193,296.199935,
10,0,432.905290,710.806045,
11,0,428.145353,755.296325,
12,0,423.426187,798.479475,
-1,-1,446.248547,103.768723,
0,-1,439.101721,170.176283,
9,0,438.126550,664.692206,
17,1,445.581532,978.141971,
18,1,441.436372,1013.254604,
6,0,454.773397,517.064136,
7,0,449.001623,567.843959,
14,1,459.054972,865.816947,
15,1,454.326210,904.379598,
16,1,449.905245,941.740740,
4,0,467.257871,410.124692,
5,0,460.752355,464.408400,
12,1,468.959979,785.211245,
13,1,463.891001,826.179365,
2,0,480.871666,296.047812,
3,0,473.867501,354.065077,
10,1,479.688691,699.488533,
11,1,474.138425,743.042741,
18,2,481.759152,996.418665,
1,0,488.269603,236.156786,
8,1,491.391223,608.019440,
9,1,485.510455,654.368175,
17,2,486.316556,961.737121,
-1,0,503.926770,110.180093,
0,0,495.848152,174.293943,
6,1,504.027629,510.371109,
7,1,497.600543,559.922596,
13,2,506.653658,812.666524,
14,2,501.328060,851.649644,
5,1,510.753451,459.265829,
11,2,517.970874,731.258190,
12,2,512.218650,772.587029,
18,3,520.031960,980.277307,
3,1,525.169293,352.081446,
4,1,517.766983,406.511183,
10,2,524.026048,688.559807,
17,3,525.122899,946.177386,
1,1,540.799186,237.788139,
2,1,532.774925,295.809859,
8,2,536.740758,599.285132,
9,2,530.306969,644.631966,
14,3,541.412750,838.026540,
15,3,535.759539,875.048660,
0,1,549.153352,178.075304,
6,2,550.666751,504.190716,
12,3,553.335658,760.615676,
13,3,547.256836,799.905573,
-1,1,557.845025,116.205328,
4,2,565.505111,403.082070,
5,2,557.773011,454.490421,
