11,-1,1253.420676,1108.206732,
5,2,1374.108572,861.625292,
10,2,1380.510197,1069.364226,
11,3,1425.499595,1110.837717,
12,6,1560.247203,1154.520154,
3,9,1690.188800,768.445161,
9,9,1695.757641,1029.676438,
4,-1,1242.277673,822.088694,
6,-1,1245.719860,905.128389,
6,3,1419.631040,903.099296,
10,4,1468.465697,1070.054400,
11,5,1514.027240,1112.102555,
5,6,1553.231624,858.522317,
10,6,1558.024636,1070.830171,
1,7,1594.391795,683.210976,
6,7,1599.930200,900.920122,
4,8,1644.304882,813.468981,
5,8,1645.383002,857.019979,
4,9,1691.350509,812.521554,
6,9,1693.143222,899.858058,
5,10,1739.792643,855.641712,
10,10,1744.110023,1073.170518,
9,11,1791.443271,1030.465458,
6,12,1837.656266,898.697819,
8,12,1839.569411,987.164167,
-7,-1,1220.482533,353.400986,
-6,-1,1222.654531,396.553272,
-5,-1,1224.887529,439.446641,
-4,-1,1227.010539,482.465328,
-3,-1,1229.160222,525.429150,
-2,-1,1231.222013,568.191443,
-1,-1,1233.328354,611.066274,
0,-1,1235.181750,653.565600,
1,-1,1237.002887,695.993924,
2,-1,1238.833221,738.357875,
3,-1,1240.577281,780.334108,
5,-1,1243.966250,863.583192,
7,-1,1247.255117,946.153409,
8,-1,1248.762708,987.064904,
9,-1,1250.382253,1027.674256,
10,-1,1251.756612,1068.077503,
12,-1,1254.687597,1148.091404,
-7,0,1264.186516,350.150452,
-6,0,1266.361051,393.414535,
-5,0,1268.571365,436.665699,
-4,0,1270.642883,479.893420,
-3,0,1272.723307,523.066410,
-2,0,1274.750413,566.068088,
-1,0,1276.608188,609.122549,
0,0,1278.488144,651.903987,
1,0,1280.318568,694.532587,
2,0,1281.936127,736.977298,
3,0,1283.771370,779.145085,
4,0,1285.416696,821.295010,
5,0,1286.980693,863.091198,
6,0,1288.512297,904.596649,
7,0,1289.944331,945.891984,
8,0,1291.489176,987.067197,
9,0,1292.917910,1027.852080,
10,0,1294.385082,1068.570196,
11,0,1295.727540,1108.918735,
12,0,1297.106507,1149.192083,
-7,1,1308.269440,346.789035,
-6,1,1310.376980,390.423138,
-5,1,1312.563131,433.855090,
-4,1,1314.674771,477.231698,
-3,1,1316.663791,520.602436,
-2,1,1318.601174,563.885724,
-1,1,1320.444840,607.088850,
0,1,1322.226081,650.062524,
1,1,1324.044584,692.850159,
2,1,1325.634483,735.619264,
3,1,1327.333955,778.101594,
4,1,1328.852634,820.303388,
5,1,1330.340950,862.270838,
6,1,1331.693415,904.179110,
7,1,1333.255348,945.719039,
8,1,1334.590776,987.005342,
9,1,1335.895687,1028.049690,
10,1,1337.223094,1068.941625,
11,1,1338.552061,1109.511857,
12,1,1339.712498,1149.916808,
-7,2,1352.710109,343.533299,
-6,2,1354.900571,387.258904,
-5,2,1356.852755,430.963129,
-4,2,1359.057307,474.609119,
-3,2,1360.916907,518.158770,
-2,2,1362.815131,561.701591,
-1,2,1364.596620,605.123080,
0,2,1366.355381,648.236652,
1,2,1368.048970,691.412311,
2,2,1369.739934,734.255899,
3,2,1371.143432,776.968281,
4,2,1372.612402,819.418489,
6,2,1375.429027,903.590358,
